body,type,subType,distanceToArrival,isLandable,gravity,earthMasses,radius,surfaceTemperature,volcanismType,atmosphereType,terraformingState,orbitalPeriod,semiMajorAxis,orbitalEccentricity,orbitalInclination,argOfPeriapsis,rotationalPeriod,rotationalPeriodTidallyLocked,axialTilt
Taurus Dark Region QN-T b3-0 6,Planet,Class I gas giant,1478,,1.3060797309796,110.041405,58543.372,69,No volcanism,No atmosphere,Not terraformable,2928.9312962963,2.9618580046808,0.00036,0.041379,289.742615,1.2442000325579,,-0.731701,
Taurus Dark Region QN-T b3-0 6 a,Planet,Icy body,1477,1,0.050385093711339,0.000903,853.8416875,0,,,,1.6638286675347,0.0019001714307154,0.00011,-0.159441,272.734833,1.6642021122685,,0.105178,
Taurus Dark Region QN-T b3-0 6 b,Planet,Icy body,1478,1,0.056281418790514,0.001251,950.8908125,0,,,,1.9831298828125,2.6913160469202E-5,0.124187,4.345669,145.06691,2.9329027416088,,-0.374589,
Taurus Dark Region QN-T b3-0 6 c,Planet,Icy body,1478,1,0.053075110591704,0.001053,898.365875,0,,,,1.9831298828125,3.1951912000042E-5,0.124187,4.345669,325.066925,5.3834613715278,,-0.05916,
Taurus Dark Region QN-T b3-0 6 d,Planet,Icy body,1476,1,0.05806698796204,0.001373,980.7428125,0,,,,8.8809085648148,0.0058035264535353,0.00188,-0.036021,221.963409,8.8829021990741,,-0.13037,
Taurus Dark Region QN-T b3-0 6 e,Planet,Icy body,1475,1,0.059305646757837,0.001461,1001.0634375,0,,,,4.4261447482639,5.1151429924731E-5,0.092379,5.414313,49.767635,6.4077379918981,,0.274813,
Taurus Dark Region QN-T b3-0 6 f,Planet,Icy body,1475,1,0.05748866492744,0.001333,971.1995625,0,,,,4.4261447482639,5.6053782455341E-5,0.092379,5.414313,229.767624,6.1211248553241,,-0.206505,
Taurus Dark Region QN-T b3-0 6 g,Planet,Icy body,1481,1,0.058493205154658,0.001403,987.7809375,0,,,,44.997708333333,0.017120402824022,0.002556,-0.26021,210.34375,45.007809606481,,-0.278582,
Taurus Dark Region QN-T b3-0 6 h,Planet,Icy body,1468,1,0.17631006202894,0.037379,2936.7015,0,,,,221.19969907407,0.049496757549772,,25.986458,29.331667,1.7958293547454,,0.330623,
Taurus Dark Region QN-T b3-0 7,Planet,Class I gas giant,1988,,0.97113611480516,56.350182,48583.872,55,No volcanism,No atmosphere,Not terraformable,496.55310185185,0.0074453748491756,0.090323,-2.80697,171.291992,0.6589421025,,0.301278,
Taurus Dark Region QN-T b3-0 7 a,Planet,Icy body,1987,1,0.034993375502224,0.000305,595.4448125,47,Major Water Geysers,No atmosphere,Not terraformable,1.2084242983218,0.0012281657161314,3.4E-5,0.024789,190.857376,1.2084612811111,1,-0.111864,
Taurus Dark Region QN-T b3-0 7 b,Planet,Icy body,1988,1,0.033520831747516,0.000268,570.288375,46,Carbon Dioxide Geysers,No atmosphere,Not terraformable,2.9420542173032,0.0022226844703345,0.00016,0.015123,328.085663,2.9421446397569,1,0.456758,
Taurus Dark Region QN-T b3-0 7 c,Planet,Icy body,1988,1,0.042696675775658,0.000549,723.225375,46,No volcanism,No atmosphere,Not terraformable,7.3315697337963,0.0040854694865654,3.6E-5,-0.29741,111.057014,-7.3317947048611,,2.490127,
Taurus Dark Region QN-T b3-0 7 d,Planet,Icy body,1991,1,0.043051368497124,0.000565,730.659875,46,No volcanism,No atmosphere,Not terraformable,16.785464409722,0.0070968599421382,0.000153,0.002285,142.993149,16.785979456019,1,-0.09796,
Taurus Dark Region QN-T b3-0 8,Planet,Icy body,1961,,1.483701700948,6.658636,13511.509,47,Water Geysers,Helium,Not terraformable,496.55310185185,0.063011340494969,0.090323,-2.80697,351.291992,0.81818314164352,,0.100287,
HIP 19549 A,Star,F (White) Star,0,,,,,6563,,,,180563.68592593,27.020882652924,0.092321,-83.88369,13.710635,4.5032447193287,,,
HIP 19549 A 1,Planet,Class III gas giant,894.689392,,9.3290454363013,1331.64209,76200.824,467,No volcanism,No atmosphere,Not terraformable,783.46462962963,1.7935112584727,0.000361,0.003,10.592937,0.51085331670139,,0.042097,
HIP 19549 A 1 a,Planet,Rocky body,894.805481,,0.079467948995342,0.000905,680.6326875,483,No volcanism,Water,,4.6007349537037,0.0085931276560609,0.000584,-0.584536,45.79427,4.6007443576389,1,-0.383406,
HIP 19549 A 1 b,Planet,Rocky body,899.779541,,0.081304225046337,0.000969,696.2895,469,No volcanism,Water,,10.434520399306,0.014833651987267,6.0E-6,-0.009464,127.171478,10.434540653935,1,0.274497,
HIP 19549 A 1 c,Planet,Rocky body,889.335266,,0.094946354460432,0.001532,810.167375,472,No volcanism,Water,,26.065130208333,0.02730903810919,0.003212,0.623027,126.353477,26.065185185185,1,-0.437477,
HIP 19549 A 2,Planet,Class III gas giant,1307.753052,,4.4886454681722,645.911011,76509.12,287,No volcanism,No atmosphere,Not terraformable,1386.3602777778,2.6238674827342,0.00132,0.146121,97.597252,1.3802474862616,,1.162158,
HIP 19549 A 2 a,Planet,Rocky body,1306.263062,1,0.11129112475735,0.002431,942.641875,213,No volcanism,No atmosphere,Not terraformable,2.8538353587963,0.0049108010198437,0.000636,-0.002952,178.839951,-2.8538892505787,,-2.825735,
HIP 19549 A 2 a a,Planet,Rocky body,1306,1,0.045607478312928,0.00019,411.664375,213,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.22906561957176,1.457579736795E-5,,-14.108961,41.165333,0.23786349826389,1,0.281871,
HIP 19549 A 2 b,Planet,Rocky body,1308,1,0.10075382075913,0.001825,858.3910625,210,No volcanism,No atmosphere,Not terraformable,4.7991583478009,0.006944533495957,2.6E-5,0.039589,109.698265,4.7992487702546,1,-0.509711,
HIP 19549 A 2 c,Planet,Rocky body,1299.319336,1,0.13984715070171,0.004786,1179.896875,203,No volcanism,No atmosphere,Not terraformable,24.175073784722,0.020406959121244,0.003191,0.438375,276.605072,24.175529513889,1,-0.085375,
HIP 19549 A 2 d,Planet,Rocky body,1309,1,0.13182657276673,0.004024,1114.325375,201,No volcanism,No atmosphere,Not terraformable,37.44009837963,0.027316456396595,0.004603,-1.04775,284.938507,37.44080150463,1,0.494031,
HIP 19549 A 2 e,Planet,Rocky body,1291.022461,1,0.12616592124104,0.003538,1068.052,200,No volcanism,No atmosphere,Not terraformable,58.03724537037,0.036587907290314,0.017678,-1.566515,65.784027,58.03833912037,1,-0.212398,
HIP 19549 A 3,Planet,Class II gas giant,1676.851318,,1.7439313184064,188.856659,66372.164,190,No volcanism,No atmosphere,Not terraformable,1999.7755555556,3.349746840267,0.003949,0.082096,95.591621,1.6034253833912,,2.657943,
HIP 19549 A 3 a,Planet,Rocky body,1679,1,0.072436792519941,0.000688,621.583,176,Minor Silicate Vapour Geysers,No atmosphere,,0.88654966001157,1.0345552498562E-5,0.079121,-3.833026,137.401825,1.4327975803009,1,-0.436525,
HIP 19549 A 3 b,Planet,Rocky body,1679,1,0.061703338129968,0.000427,530.57175,176,Minor Metallic Magma,No atmosphere,,0.88654966001157,1.6676425528829E-5,0.079121,-3.833026,317.401825,1.1285224971065,1,0.384396,
HIP 19549 A 3 c,Planet,Rocky body,1683,1,0.063115685771451,0.000456,542.1235625,175,No volcanism,No atmosphere,,19.944515335648,0.011914312895364,0.003364,0.075477,167.848007,19.944917534722,1,-0.029441,
HIP 19549 A 4,Planet,Gas giant with ammonia-based life,2252.919922,,1.4754541885506,11.823483,18054.87,149,No volcanism,No atmosphere,Not terraformable,3128.3311111111,4.5140498788664,0.000274,-0.115706,285.373688,1.2862638346412,,0.043006,
HIP 19549 A 4 a,Planet,Rocky body,2252.265381,1,0.057232945032559,0.000341,492.31,152,No volcanism,No atmosphere,Not terraformable,6.055218822338,0.002137119188288,0.001202,0.481414,250.839645,6.0557143373843,1,-0.249286,
HIP 19549 A 4 b,Planet,Rocky body,2253.670898,1,0.051856696195144,0.000254,446.3740625,151,No volcanism,No atmosphere,Not terraformable,1.9666256148727,1.4738682373505E-5,0.08361,5.106064,93.521111,3.9783441840278,,-0.193845,
HIP 19549 A 4 c,Planet,Rocky body,2253.681885,1,0.047435944764745,0.000195,408.929125,151,No volcanism,No atmosphere,Not terraformable,1.9666256148727,1.9188098978738E-5,0.08361,5.106064,273.521118,2.6150318287037,1,-0.087046,
HIP 19549 A 4 d,Planet,Rocky body,2255.72998,1,0.048560945857553,0.000209,418.42159375,152,No volcanism,No atmosphere,Not terraformable,36.469635416667,0.0070745118165642,3.0E-5,-0.022213,216.641205,36.472618634259,1,-0.039255,
HIP 19549 A 4 e,Planet,Rocky body,2255.906494,1,0.050579380909648,0.000236,435.66609375,152,No volcanism,No atmosphere,Not terraformable,65.439658564815,0.010446469115419,0.007112,-2.29904,168.338943,9.3386118344907,,0.063593,
HIP 19549 A 4 f,Planet,Rocky body,2245.431152,1,0.048638753295834,0.000211,420.0824375,152,No volcanism,No atmosphere,Not terraformable,150.65303240741,0.018213529826665,0.005777,-0.058326,331.266022,0.54709291811343,,0.19359,
HIP 19549 A 5,Planet,Class II gas giant,2831.239014,,2.3082071512449,239.588028,64979.996,163,No volcanism,No atmosphere,Not terraformable,943.57092592593,0.0097558573606088,0.112444,3.818701,98.911354,0.74215684679398,,0.522921,
HIP 19549 A 6,Planet,Gas giant with ammonia-based life,2778.969971,,1.4690821051415,14.402159,19969.872,136,No volcanism,No atmosphere,Not terraformable,943.57092592593,0.16227101724383,0.112444,3.818701,278.911346,1.6291552734375,,-0.413565,
HIP 19549 A 6 a,Planet,Icy body,2751,1,0.054209256708762,0.001116,915.123875,122,Major Water Geysers,No atmosphere,Not terraformable,1.7560865162037,0.0010000007573637,0.000119,0.238997,351.570374,1.7562310112847,1,-0.771459,
HIP 19549 A 6 b,Planet,Icy body,2751,1,0.028682726730887,0.000168,488.122625,122,Water Geysers,No atmosphere,Not terraformable,2.4790534577546,0.001258424007769,5.7E-5,-0.000122,62.086674,2.4792578125,1,0.461736,
HIP 19549 A 6 c,Planet,Icy body,2752,1,0.047800305351957,0.000769,808.969875,122,No volcanism,No atmosphere,Not terraformable,5.5401888020833,0.0021510609910038,0.003698,1.006163,51.051239,5.5406448929398,1,-0.453332,
HIP 19549 A 7,Planet,Water giant,4255.560059,,3.2566288819907,28.717815,18939.83,178,No volcanism,No atmosphere,Not terraformable,8030.9503703704,8.4632230905142,0.008079,-0.287642,43.055187,0.8227515552662,,0.23333,
HIP 19549 B,Star,K (Yellow-Orange) Star,35433.707031,,,,,4411,,,,180563.68592593,50.712741454013,0.092321,-83.88369,193.710617,3.264398509838,,,
HIP 19549 B 1,Planet,High metal content world,35555.746094,1,0.48396605313358,0.115257,3112.50975,247,No volcanism,No atmosphere,Candidate for terraforming,202.86768518519,0.59069136277486,7.2E-5,0.211522,285.812622,0.86648410373843,,0.06119,
HIP 19549 B 2,Planet,High metal content world,35437.460938,,0.72457589581783,0.337715,4354.294,221,No volcanism,Nitrogen,Candidate for terraforming,28.189756944444,0.00061139474493871,0.129994,-5.764836,102.145065,-51.613425925926,,-2.546411,
HIP 19549 B 3,Planet,High metal content world,35437.394531,,0.52432927444629,0.143568,3337.42325,239,No volcanism,Thin Carbon dioxide,Candidate for terraforming,28.189756944444,0.0014381833577796,0.129994,-5.764836,282.14505,22.434949363426,,-0.473659,
HIP 19549 B 4,Planet,Water world,35488.757813,,0.68930741455584,0.299932,4207.164,263,No volcanism,Carbon dioxide,Not terraformable,849.96018518519,1.5351510669329,0.000394,-0.001502,170.179291,0.76092918113426,,-0.055289,
HIP 19549 B 5,Planet,Icy body,34428.683594,,0.67634708381722,0.8245,7041.984,173,Water Geysers,Thick Argon-rich,Not terraformable,1934.1912962963,2.6559402763478,0.00692,0.344038,234.583847,1.3070994285301,,0.465222,
HIP 19549 B 6,Planet,Icy body,37936,,0.72998888178177,1.222442,8253.545,389,Water Geysers,Thick Methane-rich,Not terraformable,7477.582962963,6.5422361455577,0.000804,0.234271,86.444763,0.75014761465278,,-1.379549,
HIP 19549 B 6 a,Planet,Icy body,37931,1,0.13426455940054,0.017062,2273.62475,84,No volcanism,No atmosphere,Not terraformable,327.27553240741,0.014404395824064,,-39.830734,257.091797,2.0137375217014,,0.365586,
Aries Dark Region KH-V c2-4,Star,K (Yellow-Orange) Star,0,,,,,4169,,,,,,,,,2.9248321759259,,,
Aries Dark Region KH-V c2-4 1,Planet,High metal content world,25.890285,1,0.24153228309383,0.016212,1652.400125,705,No volcanism,No atmosphere,Not terraformable,5.5547970920139,0.051883522644283,1.2E-5,-0.000995,43.291435,5.6013863570602,1,0.401742,
Aries Dark Region KH-V c2-4 1 a,Planet,Rocky body,25.899809,1,0.068566655164666,0.000545,568.6254375,705,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.24399102105324,2.8213142207511E-5,,49.57399,319.080933,0.24805928548611,1,-0.325857,
Aries Dark Region KH-V c2-4 2,Planet,High metal content world,45.861008,1,0.43365128815335,0.085963,2839.68375,529,No volcanism,No atmosphere,Not terraformable,13.096157407407,0.091906574442974,3.7E-5,0.010947,270.541351,13.20599681713,1,-0.299898,
Aries Dark Region KH-V c2-4 3,Planet,High metal content world,80.350609,,1.0831470633907,0.96815,6029.928,427,No volcanism,Sulphur dioxide,Not terraformable,30.369563078704,0.16101872134467,2.2E-5,-0.000258,148.480026,30.62427662037,1,0.305411,
Aries Dark Region KH-V c2-4 4,Planet,High metal content world,135.291336,,0.83306768920273,0.497549,4929.0395,740,No volcanism,Hot thick Carbon dioxide,Not terraformable,66.35396412037,0.27112020716749,9.0E-6,0.007074,324.973816,66.910491898148,1,0.1887,
Aries Dark Region KH-V c2-4 5,Planet,High metal content world,228.234665,,0.83301324831719,0.497464,4928.7795,632,No volcanism,Hot thick Carbon dioxide,Candidate for terraforming,145.41175925926,0.45742194420151,9.4E-5,0.009738,304.490631,146.63135416667,1,-0.344321,
Aries Dark Region KH-V c2-4 6,Planet,Class III gas giant,962.770752,,11.36384097261,1591.226074,75472.352,415,No volcanism,No atmosphere,Not terraformable,1259.1611111111,1.928878318881,0.000353,-1.777423,41.045326,0.57659274630787,,2.264881,
Aries Dark Region KH-V c2-4 6 a,Planet,Icy body,991.39325,,0.22838862327057,0.081672,3814.028,116,No volcanism,Thin Argon,Not terraformable,105.2,0.073462518126603,,50.380928,41.047043,105.05730324074,1,-0.117863,
Aries Dark Region KH-V c2-4 7,Planet,Class III gas giant,1644.152222,,11.901238705596,1648.653198,75067.696,402,No volcanism,No atmosphere,Not terraformable,363.26101851852,0.0054990203012295,0.122815,5.545377,199.006546,1.300961009838,,-1.832824,
Aries Dark Region KH-V c2-4 7 a,Planet,Rocky body,1645.699341,1,0.055001071027599,0.000304,474.1718125,158,Minor Silicate Vapour Geysers,No atmosphere,Not terraformable,1.4012525318287,0.0041769411628397,0.002982,0.033927,261.781677,1.4012571433796,1,-0.190037,
Aries Dark Region KH-V c2-4 7 b,Planet,Rocky body,1641.647705,,0.056208622402464,0.000325,484.981,231,No volcanism,Carbon dioxide,Not terraformable,2.4561760344329,0.0060723080331918,0.000211,0.001472,169.776688,2.4561843532986,1,0.023077,
Aries Dark Region KH-V c2-4 7 c,Planet,Rocky body,1646.775513,,0.070984748494906,0.00065,610.3215,214,No volcanism,Carbon dioxide,Not terraformable,3.9643876591435,0.0083553540043802,0.002162,0.244799,80.959229,3.9644010416667,1,-0.046651,
Aries Dark Region KH-V c2-4 7 d,Planet,Rocky body,1642.538208,1,0.081197371142087,0.000965,695.3079375,131,No volcanism,No atmosphere,Not terraformable,6.0837644675926,0.011116353302481,0.004843,0.979382,48.079983,6.0837847222222,1,0.162237,
Aries Dark Region KH-V c2-4 7 e,Planet,Icy body,1638.429077,1,0.10706666802955,0.006039,1514.74625,111,No volcanism,No atmosphere,Not terraformable,8.9069950810185,0.014332926999341,0.001127,3.741713,125.755768,8.907025462963,1,0.507108,
Aries Dark Region KH-V c2-4 8,Planet,Gas giant with ammonia-based life,1550.156494,,0.83910120241203,54.548019,51424.116,101,No volcanism,No atmosphere,Not terraformable,363.26101851852,0.16617564779283,0.122815,5.545377,19.006559,184.61123842593,,-0.198012,
Aries Dark Region KH-V c2-4 8 a,Planet,Icy body,1552.290771,1,0.075516801650545,0.002932,1256.737875,89,Major Water Geysers,No atmosphere,Not terraformable,0.902340404375,0.0010000007573637,0.000206,0.002967,325.292633,0.90241436994213,1,0.981763,
Aries Dark Region KH-V c2-4 8 b,Planet,Icy body,1553.015503,1,0.068990034399876,0.002285,1160.738625,89,Major Water Geysers,No atmosphere,Not terraformable,1.2011014359144,0.0012100589343482,6.5E-5,-0.002683,168.758942,1.201199815544,1,0.413684,
Aries Dark Region KH-V c2-4 8 c,Planet,Icy body,1552.680176,1,0.052800339808212,0.001037,893.83125,89,Major Water Geysers,No atmosphere,Not terraformable,1.9719151475694,0.0016840133808134,0.002259,0.062394,358.95993,1.9720766420718,1,-0.016793,
Aries Dark Region KH-V c2-4 8 d,Planet,Icy body,1551.546387,1,0.056029181946748,0.001235,946.9146875,88,Minor Carbon Dioxide Geysers,No atmosphere,Not terraformable,3.3397732204861,0.0023927542706662,0.000291,-1.005496,42.327641,3.3400470196759,1,0.020455,
Aries Dark Region KH-V c2-4 9,Planet,Icy body,2178.747803,,1.4140640966057,5.828829,12949.131,68,Major Water Geysers,Helium,Not terraformable,4603.5903703704,4.5777113864763,0.063239,55.096775,77.071312,0.48112327292824,,-0.277345,
Aries Dark Region KH-V c2-4 10,Planet,Icy body,2821.381104,,1.5168462596187,6.760323,13464.724,60,Major Water Geysers,Helium,Not terraformable,6881.6407407407,5.9847398306586,0.107182,11.434065,3.469972,1.7099632884838,,0.315032,
Taurus Dark Region BV-Y c11,Star,M (Red dwarf) Star,0,,,,,3502,,,,,,,,,2.2443587239583,,,
Taurus Dark Region BV-Y c11 1,Planet,Metal-rich body,6,1,0.67153080737028,0.085835,2280.25675,1028,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.74923963759259,0.012543801213342,2.2E-5,0.016438,306.541992,0.7557460756713,1,1.265304,
Taurus Dark Region BV-Y c11 2,Planet,High metal content world,11,1,0.77272659356287,0.409303,4641.8815,774,Minor Silicate Vapour Geysers,No atmosphere,Not terraformable,1.752181712963,0.022100466006165,0.000114,-0.025158,188.154312,1.7673978226273,1,0.402199,
Taurus Dark Region BV-Y c11 3,Planet,High metal content world,19,1,0.79026623970201,0.433985,4726.451,591,Minor Rocky Magma,No atmosphere,Not terraformable,3.9294997829861,0.037865190924806,2.0E-6,-0.074513,139.805176,3.9636234085648,1,0.234958,
Taurus Dark Region BV-Y c11 4,Planet,High metal content world,32,1,0.76772912750272,0.402421,4617.648,453,No volcanism,No atmosphere,Not terraformable,8.7165270543981,0.064403719671392,1.0E-5,0.074168,290.121246,8.7922214988426,1,0.250835,
Taurus Dark Region BV-Y c11 5,Planet,High metal content world,58,,1.2629496846469,1.410816,6741.0365,1078,Minor Metallic Magma,Hot thick Carbon dioxide,Not terraformable,21.0959375,0.11609527038542,3.7E-5,0.000241,295.024933,21.279134837963,1,-0.686233,
Taurus Dark Region BV-Y c11 6,Planet,High metal content world,107,,1.1124216215287,1.034502,6150.5715,769,No volcanism,Hot thick Carbon dioxide,Candidate for terraforming,52.928315972222,0.21435850428852,4.4E-5,0.002685,132.149826,53.387945601852,1,-0.035753,
Taurus Dark Region BV-Y c11 7,Planet,High metal content world,195,,0.92146222083352,0.644721,5334.966,279,Rocky Magma,Ammonia-rich,Not terraformable,130.1062962963,0.39043389512629,0.000672,0.024906,332.354492,0.79736273871528,,-0.501494,
Taurus Dark Region BV-Y c11 8,Planet,Class II gas giant,525.45752,,2.6283988902961,334.460938,71946.816,152,No volcanism,No atmosphere,Not terraformable,79.488611111111,0.00078116978171669,0.095106,-6.613448,167.762985,1.6803206380208,,0.303404,
Taurus Dark Region BV-Y c11 8 a,Planet,Rocky body,524.609558,1,0.087064739831314,0.00119,745.653125,125,Metallic Magma,No atmosphere,Not terraformable,1.1333328812269,0.0021305657260267,0.000523,0.463287,323.585022,1.0334558557639,1,0.100157,
Taurus Dark Region BV-Y c11 8 b,Planet,Rocky body,525,,0.087737230390748,0.001218,751.477875,123,Major Rocky Magma,Sulphur dioxide,Not terraformable,1.8942286964699,0.0030006238852168,0.000161,-0.052853,280.202362,1.7790715422454,1,-0.509779,
Taurus Dark Region BV-Y c11 8 c,Planet,Rocky body,522,1,0.091374561230852,0.001372,781.535875,120,No volcanism,No atmosphere,Not terraformable,5.0701598668981,0.0057845696061769,0.00509,0.5741,301.935089,4.9258991608796,1,-0.057213,
Taurus Dark Region BV-Y c11 8 d,Planet,Rocky body,527,1,0.10340930834301,0.001987,884.1045625,119,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.56919080946759,2.4304443525746E-5,0.197415,-4.737794,319.087402,0.68969111689815,1,0.123805,
Taurus Dark Region BV-Y c11 8 e,Planet,Rocky body,527,1,0.13414353102381,0.004243,1134.3215,119,Metallic Magma,No atmosphere,Not terraformable,0.56919080946759,1.1380019929655E-5,0.197415,-4.737794,139.087418,-1.007919921875,,-2.575082,
Taurus Dark Region BV-Y c11 9,Planet,Class I gas giant,515,,0.50768641829592,7.315211,24210.3,113,No volcanism,No atmosphere,Not terraformable,79.488611111111,0.035715958195119,0.095106,-6.613448,347.763,80.353194444444,1,0.390065,
Taurus Dark Region BV-Y c11 10,Planet,Class II gas giant,889,,4.9021880025111,687.803955,75547.808,189,No volcanism,No atmosphere,Not terraformable,158.1162962963,0.00041529708751396,0.087043,-7.702056,249.824997,1.0938552517361,,0.306798,
Taurus Dark Region BV-Y c11 10 a,Planet,Icy body,888,1,0.067986634436612,0.002293,1171.317875,99,Major Water Geysers,No atmosphere,Not terraformable,1.6953427010995,0.0035437753593641,0.0011,1.571965,274.646515,-1.6389196325231,,-2.931231,
Taurus Dark Region BV-Y c11 10 b,Planet,Icy body,887,1,0.081448740193366,0.003907,1396.895875,96,Major Water Geysers,No atmosphere,Not terraformable,2.3630837673611,0.0044219512811555,0.000136,-0.94629,154.422287,2.3009975405093,1,1.537827,
Taurus Dark Region BV-Y c11 10 c,Planet,Icy body,887,1,0.082895277065928,0.004138,1425,93,Major Water Magma,No atmosphere,Not terraformable,3.9824703414352,0.0062622375814337,0.001041,-0.01309,152.543213,3.9107888454861,1,-0.181837,
Taurus Dark Region BV-Y c11 11,Planet,Class I gas giant,861,,0.57445014399411,3.933734,16690.173,90,No volcanism,No atmosphere,Not terraformable,158.1162962963,0.072604063982844,0.087043,-7.702056,69.824989,158.56788194444,1,0.100092,
Taurus Dark Region BV-Y c11 11 a,Planet,Icy body,860,1,0.038682252884051,0.000413,659.0276875,81,Minor Carbon Dioxide Geysers,No atmosphere,Not terraformable,3.3601580584491,0.0010000007573637,0.000557,-0.007898,230.667984,3.3604152199074,1,0.276584,
Taurus Dark Region BV-Y c11 12,Planet,Gas giant with ammonia-based life,1572.289917,,3.8785828357998,530.812622,74613.704,139,No volcanism,No atmosphere,Not terraformable,2990.4918518519,3.1562915400239,0.003729,0.029756,297.579193,0.82303177445602,,1.040769,
Taurus Dark Region BV-Y c11 12 a,Planet,Icy body,1567,,0.17268396390331,0.032941,2785.65225,134,No volcanism,Methane,Not terraformable,8.4686342592593,0.0094993822662745,0.000953,-0.00822,24.867968,8.4696889467593,1,-0.384897,
Taurus Dark Region BV-Y c11 12 b,Planet,Icy body,1573,,0.1272729484859,0.01369,2091.7905,211,Minor Carbon Dioxide Geysers,Thick Methane,Not terraformable,2.2747213179977,6.7638349079791E-5,0.030694,-8.203381,39.481937,3.3220562065972,1,-0.102787,
Taurus Dark Region BV-Y c11 12 c,Planet,Icy body,1567.976318,,0.12190669730347,0.012084,2008.05725,208,Minor Carbon Dioxide Geysers,Thick Methane,Not terraformable,2.2747213179977,7.6623202899639E-5,0.030694,-8.203381,219.481918,3.1212127459491,1,-0.469578,
Taurus Dark Region BV-Y c11 12 d,Planet,Icy body,1568,,0.14614556805406,0.020227,2372.77975,122,Minor Methane Magma,Methane,Not terraformable,4.0679282407407,6.8619499408423E-5,0.194495,-3.192902,156.287354,7.3135040509259,1,-0.357636,
Taurus Dark Region BV-Y c11 12 e,Planet,Icy body,1568,,0.11041107075461,0.009061,1827.116625,154,Minor Ammonia Magma,Thick Methane,Not terraformable,4.0679282407407,0.00015317557591413,0.194495,-3.192902,336.287354,4.8950202546296,1,0.165585,
Taurus Dark Region BV-Y c11 12 f,Planet,Icy body,1559,,0.14321344187244,0.019109,2329.76225,120,No volcanism,Methane,Not terraformable,54.458564814815,0.032849638039668,2.5E-5,0.104678,157.022781,-54.465341435185,,-1.6861,
Taurus Dark Region BV-Y c11 12 f a,Planet,Icy body,1559,,0.049529204751976,0.000992,902.6298125,160,Minor Ammonia Magma,Thick Methane,Not terraformable,4.3352488425926,0.00020411968336926,,70.2827,42.455566,4.446328125,1,-0.294128,
Taurus Dark Region BV-Y c11 13,Planet,Class II gas giant,2767,,7.3481624708896,1058.241577,76539.84,229,No volcanism,No atmosphere,Not terraformable,812.37712962963,0.0012032882497438,0.107302,7.577539,244.028244,1.0017809606481,,2.645346,
Taurus Dark Region BV-Y c11 13 a,Planet,Icy body,2765,1,0.11247721056996,0.009555,1858.9495,80,Major Water Geysers,No atmosphere,Not terraformable,1.6190749782986,0.0039676106967477,1.5E-5,-0.07706,273.715057,1.5367616102431,1,-0.352871,
Taurus Dark Region BV-Y c11 13 b,Planet,Icy body,2764,,0.13622309652969,0.016651,2229.86875,124,No volcanism,Methane,Not terraformable,7.0755591724537,0.0106053470987,0.000155,0.003535,236.308655,6.9448922164352,1,-0.485273,
Taurus Dark Region BV-Y c11 13 c,Planet,Icy body,2766,1,0.094826552908863,0.005806,1578.1855,59,No volcanism,No atmosphere,Not terraformable,17.986921296296,0.019754024908056,5.8E-5,0.000715,212.842316,17.817136863426,1,0.084826,
Taurus Dark Region BV-Y c11 13 d,Planet,Icy body,2771,1,0.10568695460361,0.007969,1751.36125,57,No volcanism,No atmosphere,Not terraformable,3.0681011284722,7.0474659503292E-5,0.139324,-8.030663,311.879181,4.4429792390046,1,0.235503,
Taurus Dark Region BV-Y c11 13 e,Planet,Icy body,2771,1,0.10238403466953,0.007264,1698.855,57,Major Water Magma,No atmosphere,Not terraformable,3.0681011284722,7.7314302308449E-5,0.139324,-8.030663,131.879181,4.2419046585648,1,0.310843,
Taurus Dark Region BV-Y c11 13 f,Planet,Icy body,2750,,0.10956855007909,0.008852,1812.851625,55,No volcanism,Thin Argon,Not terraformable,41.633373842593,0.034565707812578,2.1E-5,-0.156521,207.447495,41.427491319444,1,-0.254271,
Taurus Dark Region BV-Y c11 13 g,Planet,Icy body,2772,1,0.15856243719273,0.025694,2567.4395,54,No volcanism,No atmosphere,Not terraformable,64.764959490741,0.046406389713407,0.001709,0.261539,144.012253,-64.54333912037,,-1.770168,
Taurus Dark Region BV-Y c11 13 g a,Planet,Icy body,2772,1,0.041713357364489,0.000597,763.0168125,54,No volcanism,No atmosphere,Not terraformable,6.8101388888889,0.00030165579088018,,33.162956,279.368042,6.8888635706019,1,0.122704,
Taurus Dark Region BV-Y c11 13 h,Planet,Icy body,2789,1,0.15647703540886,0.024783,2538.26025,52,No volcanism,No atmosphere,Not terraformable,102.03016203704,0.062830440380058,0.012339,3.374586,293.316223,101.7968287037,1,1.265967,
Taurus Dark Region BV-Y c11 13 h a,Planet,Icy body,2789,1,0.031573212030127,0.000261,579.8896875,52,No volcanism,No atmosphere,Not terraformable,9.4097721354167,0.00036820959912232,,-56.018787,17.941162,9.4592505787037,1,-0.522296,
Taurus Dark Region BV-Y c11 14,Planet,Icy body,2665,,1.3403983953778,5.099743,12440.611,49,Major Water Geysers,Helium,Not terraformable,812.37712962963,0.24972640704839,0.107302,7.577539,64.028236,0.61160142686343,,0.419137,
