name,updateTime,type,subType,distanceToArrival,isLandable,gravity,earthMasses,radius,surfaceTemperature,volcanismType,orbitalEccentricity,orbitalInclination,argOfPeriapsis,rotationalPeriod,rotationalPeriodTidallyLocked,axialTilt,orbitalPeriod,semiMajorAxis,SolidComp-Ice,SolidComp-Rock,SolidComp-Metal,isMainStar,isScoopable,age,luminosity,surfaceTemperature,Antimony,Arsenic,Boron,Cadmium,Carbon,Chromium,Germanium,Iron,Lead,Manganese,Mercury,Molybdenum,Nickel,Niobium,Phosphorus,Polonium,Rhenium,Ruthenium,Selenium,Sulphur,Technetium,Tellurium,Tin,Tungsten,Vanadium,Yttrium,Zinc,Zirconium,hasRings,
Taurus Dark Region BQ-Y c12 3 c,2017-07-05 19:54:26,Planet,Icy body,1506,1,0.054049736177483,0.001107,912.770375,113,No volcanism,0.001287,0.107789,262.271301,8.2692100694444,1,-1.519824,8.5073285590278,0.0076445793957414,,,,,,,,113,0.725261,,,0.929966,22.3438,5.38586,,11.9757,,4.94583,,,9.0579,0.818474,14.3049,,,,,26.5715,,,,,2.94081,,,,,
Taurus Dark Region BQ-Y c12 3 d,2017-07-05 19:50:53,Planet,Icy body,1497,1,0.054507258964676,0.001137,921.1653125,112,No volcanism,0.000169,0.036866,302.228821,14.94290943287,1,-0.227083,15.22685474537,0.01126933515906,,,,,,,,112,,,,0.951128,22.9178,,3.50979,12.2482,,5.05838,,0.7998,9.26402,,14.6724,0.316829,,,,27.254,,,,,3.00773,,,,,
Taurus Dark Region BQ-Y c12 3 e,2017-07-05 19:51:27,Planet,Icy body,1496,1,0.077813476607905,0.003234,1300.25075,111,No volcanism,1.7E-5,0.005959,270.976868,-30.239192708333,,2.989883,30.585549768519,0.017940548828948,,,,,,,,111,,,,,22.403,5.42464,,12.0619,,4.98145,0.526724,0.787636,9.12313,,14.3428,,,0.7449,,26.6418,,,,,2.96199,,,,,
Taurus Dark Region BQ-Y c12 3 f,2017-07-05 19:51:58,Planet,Icy body,1493,1,0.06698655833357,0.002091,1126.854125,110,No volcanism,0.008518,-0.002867,214.383316,51.00552662037,1,-0.232816,51.405190972222,0.025360790486171,,,,,,,,110,,,,,22.2548,5.34908,3.40827,11.8939,,4.91206,,0.776664,8.99604,0.812884,14.2479,,,,,26.4656,,0.882748,,,,,,,,
Taurus Dark Region BQ-Y c12 3 g,2017-07-05 19:50:07,Planet,Icy body,1487,1,0.070841314469236,0.002467,1190.216,110,No volcanism,0.00336,-2.519512,301.948425,73.97181712963,1,-0.47221,74.403796296296,0.032450511930983,,,,,,,,110,,,,,22.2732,5.35349,,11.9037,,4.91611,0.519815,,9.00346,,14.2597,,,,4.1455,26.4874,0.425747,,0.711897,,,,,,,
Taurus Dark Region BQ-Y c12 3 h,2017-07-05 19:56:17,Planet,Icy body,1523,1,0.072193924399583,0.002608,1212.23825,110,No volcanism,0.001844,-0.579703,285.414032,111.90271990741,1,-0.109,112.36837962963,0.042715703599918,,,,,,,,110,,,,0.95837,23.0923,,3.53652,12.3415,,,,,9.33456,0.843472,14.7841,0.319241,,,4.29795,27.4615,,,,,3.03063,,,,,
Taurus Dark Region BQ-Y c12 4,2018-03-05 03:54:22,Planet,Gas giant with ammonia-based life,2127.464844,,0.93317989492143,19.112659,28864.39,101,No volcanism,0.00018,-0.131806,325.292816,1.9726428674769,,0.331563,3649.0762962963,4.2641793705156,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurus Dark Region BQ-Y c12 4 a,2018-03-05 03:55:54,Planet,Icy body,2126.986084,1,0.04659915180591,0.000711,787.826,91,Major Water Geysers,2.0E-6,-0.050562,17.693264,1.986369176794,1,-0.252222,1.9861472800926,0.0011929356959758,82.2635,16.1303,1.6062,,,,,91,,,,,22.4257,5.42724,,12.0677,,4.98383,,,9.12749,0.824762,14.3573,,,,,26.6687,0.431612,,0.722279,,2.9634,,,,,
Taurus Dark Region BQ-Y c12 4 b,2018-03-05 03:56:11,Planet,Icy body,2126.624268,1,0.037058090542432,0.000361,629.50125,91,No volcanism,2.5E-5,0.080604,58.421307,4.6630009403935,1,-0.247561,4.6624801070602,0.0021071108467321,82.598,15.8392,1.5628,,,,,91,,,,,22.8957,,3.50642,12.2364,,5.05352,,,9.25512,,14.6582,,,,,27.2278,0.437647,,0.731795,0.671902,,,3.3254,,,
Taurus Dark Region BQ-Y c12 4 c,2018-03-05 03:56:35,Planet,Icy body,2130.232666,1,0.038464156199515,0.000404,653.65275,91,No volcanism,0.000859,0.095516,41.123669,22.618815104167,1,-0.515293,22.6162890625,0.0060379605924431,82.598,15.8392,1.5628,,,,,91,,1.57345,,0.953443,22.9736,,,12.278,,5.07069,,0.801747,9.28657,,14.7081,,,0.758245,4.27586,27.3203,,,,,,,,,,
Taurus Dark Region BQ-Y c12 4 d,2018-03-05 03:55:38,Planet,Icy body,2131.081055,1,0.046967478503376,0.00073,795.1468125,91,No volcanism,0.003091,-0.035592,27.012609,-39.039045138889,,1.82426,39.034684606481,0.0086878002335096,82.3756,16.0328,1.5917,,,,,91,,,,,22.558,5.44682,3.46706,12.1112,,,0.528877,,9.16043,0.827738,14.442,,,,4.19852,26.8261,0.43317,,,,,,,,,
Taurus Dark Region BQ-Y c12 4 e,2018-03-05 03:57:09,Planet,Icy body,2132.723633,1,0.037207270395704,0.000367,633.4373125,91,No volcanism,0.006467,0.168924,37.021946,57.842563657407,1,-0.387612,57.836099537037,0.011291251192922,82.598,15.8392,1.5628,,,,,91,,,,0.924217,22.2694,5.35257,,11.9017,,4.91526,,0.777171,9.00191,,14.2572,,,,,26.4829,,0.883324,,,,,3.23442,,,
Taurus Dark Region BQ-Y c12 4 f,2018-03-05 03:57:28,Planet,Icy body,2133.489014,1,0.052460044332028,0.001004,882.3421875,91,No volcanism,0.000386,-0.004362,197.398239,-95.569537037037,,2.353563,95.558859953704,0.01578059509105,81.811,16.5236,1.6654,,,,,91,,1.64365,,,23.701,,,12.8706,,5.31543,,0.840443,9.73479,,15.1738,0.333542,,,,28.1854,,,,0.706726,,,,1.49454,,
HIP 17862,2018-03-29 20:07:06,Star,B (Blue-White) Star,0,,,,,11243,,,,,0.71726155599537,,,,,,,,1,1,1164,V,11243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP 17862 1,2018-06-17 18:28:06,Planet,High metal content world,207.100372,1,2.1952794439492,5.004622,9629.977,850,Major Silicate Vapour Geysers,3.0E-6,-0.000997,60.0658,58.30787037037,1,0.0282,57.683211805556,0.41502812411353,0.6645,66.2537,33.0818,,,,,850,,,,,12.9967,9.77243,,21.7294,,,,,16.4352,1.48509,8.32069,,,,,15.4557,,1.16498,1.3986,,5.33598,,5.90524,,1,
HIP 17862 2,2018-06-17 18:29:07,Planet,High metal content world,511.671021,1,2.6442206634122,7.305121,10601.062,541,Major Silicate Vapour Geysers,2.0E-6,0.000198,197.645523,226.43273148148,1,1.342663,224.0069212963,1.0253816071728,0,66.6802,33.3198,,,,,541,,,,1.76638,13.4374,10.2299,4.70773,22.7466,,,,,17.2046,,8.60283,,,,,15.9798,,1.21931,1.46409,,,,,2.64135,1,
HIP 17862 2 a,2018-06-17 18:30:43,Planet,Rocky body,512.936462,1,0.21371931617006,0.015249,1703.6615,541,No volcanism,,-49.049419,168.840149,14.426471354167,1,0.246242,11.578072193287,0.0028059518095801,0,85.8611,14.1389,,,,,541,,,,,14.403,8.68418,5.04605,19.3096,,7.97468,,1.26091,14.605,,9.22107,,,,,17.1282,,1.30694,,1.06029,,,,,,
HIP 17862 3,2018-06-17 18:31:50,Planet,High metal content world,799.231873,,2.2851278519677,5.383941,9789.926,1598,Major Silicate Vapour Geysers,7.0E-6,0.004384,61.357876,1.3536484555903,,1.001829,437.30449074074,1.6016483830341,0,66.6733,33.3267,,,,,1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HIP 17862 3 a,2018-06-17 18:34:47,Planet,Rocky body,799.508179,1,0.073865940456838,0.000728,633.1813125,432,No volcanism,0.002184,-0.027364,297.738495,4.260249927662,1,-0.416471,3.0392458767361,0.0010385578836985,0,90.9306,9.0694,,,,,432,,,,1.52119,15.9675,,,19.5892,,8.09013,,,14.8164,1.33881,10.2226,,,,2.97188,18.9886,,,,,,1.17004,5.3236,,,
HIP 17862 3 b,2018-06-17 18:32:31,Planet,Rocky body,798.87561,1,0.061481587879489,0.000422,528.4065625,432,No volcanism,0.002205,-0.008754,218.314194,5.7640212673611,1,0.45631,4.0888657407407,0.0012656744852987,0,90.9306,9.0694,,,,,432,,,,1.43599,15.0732,8.31651,5.28086,18.4921,,7.63705,,,13.9867,,9.65014,,,,,17.9252,,,1.09775,,,1.10451,,,,
HIP 17862 3 c,2018-06-17 18:32:48,Planet,Rocky body,799.377319,1,0.062567660127466,0.000446,538.4891875,432,No volcanism,0.001056,-0.440388,63.297859,8.87853515625,1,0.310174,6.2583232060185,0.0016809653160391,0,90.9306,9.0694,,,,,432,,2.50985,,,16.019,8.83831,5.61219,19.6523,,,0.858186,,14.8642,,10.2556,,,,,19.0499,,,1.16663,,,1.17381,,,,
HIP 17862 3 d,2018-06-17 18:35:07,Planet,Rocky body,799.854553,1,0.05826459146867,0.00036,501.34121875,432,No volcanism,0.000957,0.909661,157.601685,14.486456886574,1,0.330699,10.157024016204,0.0023214771064252,0,90.9306,9.0694,,,,,432,,2.57442,,1.56536,16.4311,,,20.158,,8.32504,,,15.2467,1.37769,10.5195,,,,3.05818,19.54,,,,,,1.20401,,,,
HIP 17862 3 e,2018-06-17 18:33:04,Planet,Rocky body,799.512878,1,0.073038770554049,0.000705,626.61725,432,No volcanism,0.006202,0.022817,290.324219,21.914153645833,1,-0.491253,15.313695023148,0.0030523903974256,0,90.9306,9.0694,,,,,432,1.15633,,,1.48687,15.6072,8.61114,,19.1472,,,,,14.4822,,9.99202,,,,,18.5602,,,,1.05138,4.70189,,5.2035,,,
HIP 17862 4,2018-06-17 18:35:35,Planet,Class III gas giant,1244.787354,,17.092636573962,2186.937256,72143.656,790,No volcanism,0.188632,-3.380086,196.025665,1.8678112340856,,0.512941,77.195665509259,7.4229231659779E-5,,,,,,,,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HIP 17862 4 a,2018-06-17 18:37:17,Planet,Rocky body,1244.804443,1,0.16536515443279,0.007794,1384.658625,441,Minor Metallic Magma,0.001781,3.081692,51.092922,-1.3271547670718,,-2.774029,1.3271441876505,0.0044261883468105,0,90.8316,9.1684,,,,,441,,,,,15.7316,,,19.3376,,7.98625,0.844443,1.26274,14.6262,,10.0716,,,,,18.7081,,1.42749,,,4.74865,,5.25525,,,
HIP 17862 4 b,2018-06-17 18:38:07,Planet,Rocky body,1246.018677,,0.12643675749609,0.003561,1070.36975,433,Major Rocky Magma,0.005405,-4.030307,270.389679,1.7068312355324,1,0.082985,1.7068176721644,0.0052345083010597,0,90.9306,9.0694,,,,,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP 17862 4 c,2018-06-17 18:37:46,Planet,Rocky body,1247.37207,1,0.1352820345412,0.004341,1142.50825,426,No volcanism,0.003677,0.017725,210.982452,2.1752459490741,1,-0.261346,2.175228587963,0.0061530116417626,0,90.9306,9.0694,,,,,426,,2.4908,,,15.8974,8.77124,5.5696,19.5032,,,,,14.7514,1.33294,10.1778,,,,,18.9053,,1.44254,1.15777,,,,,,,
HIP 17862 5,2018-06-17 18:38:34,Planet,High metal content world,1276.025757,,1.6010791815214,2.444739,7881.2365,1254,Metallic Magma,0.188632,-3.380086,16.025673,77.238813657407,1,-0.503329,77.195665509259,0.066398193406907,0,66.6617,33.3383,,,,,1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HIP 17862 6,2018-06-17 18:40:35,Star,Y (Brown dwarf) Star,1740.280884,,,,,490,,0.001672,-1.416581,173.566223,1.3789072446528,,-2.93648,180.88758101852,0.059543764295036,,,,,,1164,V,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HIP 17862 6 a,2018-06-17 18:42:51,Planet,Rocky body,1742.520508,1,0.16347027802104,0.007548,1370.506375,398,Metallic Magma,0.000735,-0.084697,74.746979,0.97207203053241,1,0.520018,1.0093211082176,0.0056276599931579,0,90.9266,9.0734,,,,,398,,,,,16.3158,,,20.0181,,8.26728,0.874159,,15.1409,,10.4457,,,,,19.4029,,,,1.0992,4.91575,1.19566,,2.32452,,
HIP 17862 6 b,2018-06-17 18:43:29,Planet,Rocky body,1737.042969,1,0.1709701211329,0.0086,1430.453125,391,Minor Metallic Magma,4.7E-5,0.012733,146.293686,1.2764227973148,1,0.501221,1.3167541051852,0.0067191048328203,0,90.9266,9.0734,,,,,391,,,,1.43228,15.033,8.295,5.26678,18.4443,,7.61729,,,13.9505,,9.62441,,,,,17.8774,,1.36411,1.09495,,,,,,,
HIP 17862 6 c,2018-06-17 18:47:46,Planet,Rocky body,1735.653931,1,0.2195484681868,0.017624,1807.05575,376,No volcanism,0.011557,-0.021457,134.510162,-2.3847307219329,,-2.329448,2.4334541377315,0.010118677497995,0,90.4552,9.5448,,,,,376,,2.50153,,1.53526,15.9659,,5.59359,19.7704,,8.16496,,,14.9535,,10.2216,,,1.22095,,18.9867,,,,1.08559,,,,,,
HIP 17862 6 c a,2018-06-17 18:42:31,Planet,Rocky body,1735.675537,1,0.089731144730093,0.001412,800.0741875,376,Major Silicate Vapour Geysers,,85.795837,60.311916,0.23584407099537,1,-0.335397,0.22692812319444,2.8049109124118E-5,0,96.8101,3.1899,,,,,376,,,,1.32937,16.1187,7.69901,5.64715,17.1191,,7.07,,1.11786,12.9481,,10.3195,,,,,19.1685,,1.46262,,,,,,,,
HIP 17862 6 d,2018-06-17 18:43:09,Planet,Rocky body,1744.123535,1,0.24638104256353,0.024616,2015.99575,370,No volcanism,0.000546,1.278265,262.09201,-3.4095023148148,,-1.653936,3.4623838975694,0.012800446577479,0,90.6481,9.3519,,,,,370,1.16035,,,,15.6615,,5.48695,19.3209,,7.97934,,,14.6135,1.32048,10.0268,,,,,18.6248,,,,1.06091,4.74454,,,,,
HIP 17862 6 d a,2018-06-17 18:44:35,Planet,Rocky body,1744.108398,1,0.084077368391286,0.001165,750.77175,370,Major Silicate Vapour Geysers,,-78.685829,281.307526,0.2310524043287,1,0.33571,0.22577091923611,3.0927749695571E-5,0,96.8101,3.1899,,,,,370,1.26369,,,,17.0563,,5.97563,18.1149,,7.48125,0.791046,,13.7013,1.23805,10.9198,,,,3.17454,20.2835,,,,,,,,,,
HIP 17862 7,2018-06-17 18:43:53,Planet,Class IV gas giant,1737.907715,,29.796052644076,3268.861816,66804.148,1046,No volcanism,0.001672,-1.416581,353.566223,0.44825199833333,,-2.737647,180.88758101852,0.14155480537866,,,,,,,,1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HIP 17862 7 a,2018-06-17 18:46:35,Planet,Rocky body,1736.938843,1,0.30477313165317,0.045302,2458.97925,471,Major Silicate Vapour Geysers,0.002275,-0.099278,62.348392,0.83057210287037,1,-0.384587,0.83054325810185,0.0037027158034275,0,90.9306,9.0694,,,,,471,,,,1.48919,15.6316,,5.47647,19.1771,,7.91994,,,14.5047,1.31065,10.0076,,,1.18431,,18.5892,,,,,4.70923,,,,,
HIP 17862 7 b,2018-06-17 18:46:18,Planet,Rocky body,1737.145386,1,0.2794126028151,0.035401,2270.227,444,Minor Silicate Vapour Geysers,0.001017,0.289065,315.586548,1.4141118706597,1,-0.233915,1.4140628616898,0.0052794826310319,0,90.9306,9.0694,,,,,444,,2.50129,,1.52089,15.9643,,5.59305,19.5853,,8.08854,,1.27891,14.8135,,10.2206,,,,,18.9849,,1.44861,,,,,,,,
HIP 17862 7 c,2018-06-17 18:46:54,Planet,Rocky body,1742.23584,1,0.22113086090557,0.018118,1825.63925,408,No volcanism,0.00017,-0.981219,62.320545,3.5156275318287,1,-0.428636,3.5155060040509,0.0096888181176499,0,90.9306,9.0694,,,,,408,,,,,16.0143,,5.61055,19.6466,,8.11384,0.857934,,14.8599,,10.2526,,,,2.98059,19.0443,,1.45314,1.16628,,,,,,,
HIP 17862 7 d,2018-06-17 18:45:17,Planet,Rocky body,1737.421021,1,0.3724979478642,0.079379,2944.25475,392,No volcanism,0.004767,-0.323028,112.539482,5.8595124421296,1,0.205542,5.8593091724537,0.013619981664619,0,90.6917,9.3083,,,,,392,,,,,15.1054,8.37358,,18.619,,7.68945,,1.21581,14.0826,,9.67073,,,,,17.9634,,,1.10799,,,1.11209,5.05994,,,
HIP 17862 7 d a,2018-06-17 18:46:00,Planet,Rocky body,1737.441528,1,0.086422466976863,0.001263,771.0328125,392,Major Silicate Vapour Geysers,,-23.974894,344.294739,0.28735643174769,1,-0.51082,0.28509675202546,5.2842841031159E-5,0,96.7577,3.2423,,,,,392,1.30158,2.75252,,1.45124,17.5678,,6.15481,18.6884,,,,1.22034,14.1352,,11.2472,,,,,20.8917,,,,,4.58923,,,,,
HIP 17862 8,2018-06-17 18:49:39,Planet,Class III gas giant,2931.568604,,14.751840589252,1951.26416,73353.264,628,No volcanism,0.177424,2.575913,261.032684,51.21822337963,,-0.005022,28.810286458333,0.035743454629264,,,,,,,,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HIP 17862 9,2018-06-17 18:50:26,Star,Y (Brown dwarf) Star,2956.564209,,,,,350,,0.177424,2.575913,81.0327,1.2248167136921,,-0.201385,28.810286458333,0.014463969720125,,,,,,1164,V,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HIP 17862 10,2018-06-17 18:50:04,Planet,Class II gas giant,2883.731201,,1.1994459382603,98.80143,57886.3,239,No volcanism,0.059789,4.624914,134.753006,1.1799616608796,,-0.474875,506.84550925926,0.33635157840519,,,,,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HIP 17862 10 a,2018-06-17 18:53:10,Planet,Rocky body,2883.19458,1,0.095687638120398,0.001568,816.4500625,238,Minor Metallic Magma,8.5E-5,-0.779447,248.02832,1.138451244213,1,-0.223846,1.138413990162,0.0014232047488628,0,90.9306,9.0694,,,,,238,,2.51028,,,16.0217,,5.61316,19.6557,,8.11762,,1.28351,14.8668,,10.2574,,,,,19.0532,,1.45382,1.16683,,,,,,,
HIP 17862 10 b,2018-06-17 18:52:50,Planet,Rocky body,2883.956787,,0.090839447894653,0.001344,775.794875,237,Major Rocky Magma,0.002518,-0.053008,45.373672,1.7947350622106,1,0.161988,1.7946762876157,0.0019277823049924,0,90.9306,9.0694,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP 17862 10 c,2018-06-17 18:52:30,Planet,Rocky body,2883.034668,1,0.08546035083877,0.001121,730.474375,237,No volcanism,0.001053,-0.252185,127.074875,2.3734373191551,1,-0.066013,2.3733597366898,0.0023226099567739,0,90.9306,9.0694,,,,,237,,,,1.53812,16.1453,,5.65643,19.8073,,,0.864951,,14.9814,,10.3365,,,1.22322,,19.2,,,,,4.86398,,5.38287,,,
HIP 17862 10 d,2018-06-17 18:52:15,Planet,Rocky body,2883.46875,1,0.075380419659409,0.000773,645.8698125,237,No volcanism,0.00993,0.009981,94.472191,3.7367180266204,1,-0.166244,3.7365961371528,0.0031432915842966,0,90.9306,9.0694,,,,,237,,2.58036,,1.56897,16.469,,,20.2044,,8.34423,,,15.2818,,10.5437,,,1.24775,3.06523,19.5851,,,,1.10943,,,,,,
HIP 17862 10 e,2018-06-17 18:51:50,Planet,Rocky body,2885.383301,1,0.078742695034605,0.00088,674.249625,237,No volcanism,0.003487,3.435884,327.918518,5.180415943287,1,-0.481264,5.1802466724537,0.0039081168018256,0,90.9306,9.0694,,,,,237,,,,,15.1285,8.347,5.30021,18.5599,,7.66504,0.81048,,14.0379,,9.68552,,,,,17.9909,,1.37277,1.10177,,,,,,,
HIP 17862 11,2018-06-17 18:58:10,Planet,Gas giant with water-based life,3931.277588,,1.3969233635536,127.997879,61051.96,202,No volcanism,0.124547,-8.857483,268.363586,0.88859519675926,,-0.207856,955.81333333333,0.0098157572506144,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HIP 17862 11 a,2018-06-01 08:02:01,Planet,Rocky body,3930.88208,1,0.091730856058523,0.001383,783.13725,197,No volcanism,0.000202,-0.071252,354.399139,1.5683011429398,1,-0.282545,1.5681622540509,0.0019208373933092,0,90.9306,9.0694,,,,,197,1.26092,2.66652,,1.62135,17.0189,,5.96251,20.8791,,,,,15.792,,10.8958,,,,,20.239,,,1.23945,,,,,2.42449,,
HIP 17862 11 b,2018-06-01 08:02:13,Planet,Rocky body,3931.769775,1,0.10771782305411,0.002223,916.2425625,197,Minor Rocky Magma,6.5E-5,0.044461,130.414169,2.0652586082176,1,-0.331496,2.0650757740162,0.0023077419376665,0,90.9306,9.0694,,,,,197,,2.69889,,,17.2255,,6.03491,21.1326,,,,,15.9838,,11.0281,0.542608,,,,20.4847,,,1.2545,1.16039,,,,2.45393,,
HIP 17862 11 c,2018-06-01 08:02:22,Planet,Rocky body,3932.015869,1,0.093438356013907,0.001461,797.53,196,No volcanism,0.004155,-0.378509,269.662567,2.8976227936921,1,-0.138691,2.8973665364583,0.0028922261926286,0,90.9306,9.0694,,,,,196,,,,,15.4772,8.5394,,18.9877,,7.84172,,,14.3615,1.29771,9.90877,,,1.17261,2.88063,18.4056,,,1.12717,,,,,,,
HIP 17862 11 d,2018-06-01 08:01:45,Planet,Rocky body,3929.052979,1,0.11113605188066,0.002436,944.268875,196,No volcanism,0.000882,0.096996,228.382523,5.6637445746528,1,0.260267,5.6632425491898,0.004521404675314,0,90.9306,9.0694,,,,,196,,2.54373,,,16.2352,,,19.9176,,8.22577,0.86977,,15.0649,1.36126,10.3941,,,,,19.307,,,,,4.89107,1.18966,,,,
HIP 17862 11 e,2018-05-31 12:41:08,Planet,Rocky body,3930.294678,1,0.15383719613796,0.006314,1292.12975,195,No volcanism,0.000123,0.268127,128.234161,-8.5715827546296,,-2.2563,8.5708232060185,0.0059599817285367,0,90.8357,9.1643,,,,,195,,2.52395,,,16.109,8.90468,,19.7999,,,,1.29292,14.9758,1.35322,10.3133,,,,,19.1569,0.708163,,,,4.86217,,,,,
HIP 17862 11 f,2018-06-01 08:03:05,Planet,Rocky body,3935.088867,1,0.10427559919894,0.002019,887.485625,195,No volcanism,0.021177,5.96168,62.516407,17.546747685185,1,0.347498,17.545192418981,0.0096087895989017,0,90.9306,9.0694,,,,,195,1.15609,,,,15.604,8.60936,,19.1433,,,,1.25004,14.4792,1.30834,9.98996,,,,,18.5564,,,,,4.70092,,5.20242,,,
HIP 17862 11 g,2018-06-01 08:02:42,Planet,Rocky body,3931.464355,1,0.11107377657358,0.002432,943.75775,195,No volcanism,0.000758,-0.169412,84.14727,22.967232349537,1,0.493624,22.965198206019,0.011497675521394,0,90.9306,9.0694,,,,,195,,,,,15.2037,8.3885,5.32657,18.6522,,7.70316,,1.21798,14.1077,,9.73368,0.47892,,,,18.0804,,,1.10725,,,,,,,
HIP 17862 11 h,2018-06-17 18:59:07,Planet,Rocky body,3926.666504,1,0.09531512809808,0.001549,813.0725625,195,No volcanism,0.00114,0.291796,119.565384,30.930274884259,1,-0.131518,30.927537615741,0.014021468448615,0,90.9306,9.0694,,,,,195,,,,,16.2589,,,19.9466,,8.23776,,,15.0868,,10.4092,,,1.23183,,19.3351,,,1.1841,1.09527,4.8982,,,2.31622,,
HIP 17862 12,2018-06-17 18:55:41,Planet,High metal content world,3862.153076,,2.3261705646798,9.54605,12920.389,1405,Major Silicate Vapour Geysers,0.124547,-8.857483,88.363594,0.81056767216435,,-0.329804,955.81333333333,0.13161953669438,0.0622,63.0543,31.4604,,,,,1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HIP 17862 12 a,2018-06-17 18:56:43,Planet,Rocky body,3861.708984,1,0.047835442886509,0.0002,412.40565625,194,No volcanism,0.000926,0.003958,94.583725,2.1571661603009,1,0.168326,2.2128549985532,0.0010171844244037,0,90.9305,9.0695,,,,,194,1.11855,,,,15.0974,8.32983,5.28931,18.5217,,7.64928,,,14.0091,1.26586,9.6656,,,,,17.9539,,,1.09951,,,,,,,
HIP 17862 12 b,2018-06-17 18:57:44,Planet,Rocky body,3862.219727,1,0.04488881997251,0.000166,387.8550625,194,No volcanism,0.001741,1.495931,97.468193,3.6809588396991,1,-0.345451,3.7462829137731,0.0014448789611014,0,90.9305,9.0695,,,,,194,1.18038,,,1.51779,15.9318,,5.58165,19.5454,,8.07206,,1.2763,14.7833,,10.1998,,,,2.96524,18.9462,,,,,,,,,,
HIP 17862 12 c,2018-06-17 18:57:09,Planet,Rocky body,3862.920898,1,0.048758121130409,0.000212,420.56096875,194,No volcanism,0.002857,0.043072,290.421173,5.7857414641204,1,-0.215176,5.8600991030093,0.0019470078192764,0,90.9305,9.0695,,,,,194,,,,1.47619,15.4952,8.54931,5.42868,19.0097,,,,1.24133,14.3782,,9.92027,,,,,18.427,,1.40604,,,4.66813,,,,,
HIP 17862 12 d,2018-06-17 18:57:25,Planet,Rocky body,3862.233154,1,0.064347595105831,0.000483,552.575875,194,No volcanism,0.011416,-0.034472,254.12233,7.4078595196759,1,-0.507571,7.4881206597222,0.0022926950924844,0,90.9305,9.0695,,,,,194,,,,1.47911,15.5258,8.56623,5.43942,19.0474,,,,,14.4066,,9.9399,,,,,18.4634,,1.40882,,1.04589,4.67737,,,,,
HIP 17862 13,2018-06-11 17:08:03,Planet,Gas giant with ammonia-based life,6460.595215,,1.4912785278543,15.171545,20343.236,139,No volcanism,0.134592,148.218277,272.301239,1.3776306604514,,-0.127538,12482.908148148,14.9596600473,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP 24934 A,2017-10-22 20:59:05,Star,F (White) Star,0,,,,,6389,,0.026568,-36.076019,143.929459,4.584009693287,,,245424.07111111,33.07620611068,,,,1,1,4034,V,6389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP 24934 A 1,2017-07-07 19:01:59,Planet,Class III gas giant,1977.814453,,16.429973707673,2118.000977,72415.104,576,No volcanism,0.000358,-0.00607,87.684662,0.81941080729167,,-2.06257,2601.3972222222,3.964349217171,,,,,,,,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HIP 24934 A 1 a,2017-07-07 19:02:29,Planet,Icy body,1956,,0.23127433554245,0.076896,3677.66925,380,No volcanism,,14.995031,44.517693,142.03962962963,1,0.038292,142.03621527778,0.098715443120274,,,,,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP 24934 A 2,2017-07-11 22:26:25,Planet,Gas giant with water-based life,3741,,4.4924413959544,642.181091,76255.656,205,No volcanism,0.003096,-2.39255,187.469559,1.487779224537,,2.639095,6795.697037037,7.5195201714592,,,,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP 24934 A 2 a,2017-07-07 19:19:09,Planet,Rocky body,3739,1,0.069601288015419,0.000609,596.60175,127,Major Silicate Vapour Geysers,0.04484,7.442428,185.148636,0.59292552806713,1,1.196398,0.34768638328704,4.6830567121167E-6,,,,,,,,127,,,,,15.6704,,5.52668,19.272,,7.95913,0.841576,,14.5765,,10.0325,,,1.19017,,18.6354,,,,1.05823,,,5.2374,,,
HIP 24934 A 2 b,2017-07-07 19:21:56,Planet,Rocky body,3739,1,0.0556876719111,0.000319,482.72559375,127,Major Silicate Vapour Geysers,0.04484,7.442428,5.148631,0.4292276566088,1,0.177052,0.34768638328704,8.9362309686939E-6,,,,,,,,127,,,,,15.65,8.4783,5.51948,18.8519,,,,,14.2588,1.28842,10.0194,,,1.16422,,18.6111,,,,1.03516,,,5.12323,,,
